Farm_ID,District,Planting_Date,Days_After_Planting,Growth_Stage,Land_Size_Acres,Seed_Variety,Soil_Type,Soil_pH,Soil_Moisture_pct,Weekly_Rainfall_mm,Avg_Temperature_C,Relative_Humidity_pct,Solar_Radiation_MJ_m2_day,Irrigation_mm_week,Fertilizer_kg_acre,Pest_Severity,Disease_Severity,Plant_Height_cm,Leaf_Greenness_Index,Predicted_Final_Yield_t_ha,Actual_Final_Yield_t_ha
F0142,Kandy,2025-08-23,192,Rhizome Initiation,1.02,Nadun,Sandy Loam,6.0,20.7,10.0,22.1,57.4,21.8,33.3,101.5,Medium,Low,122.0,54.1,15.41,15.86
F0312,Monaragala,2025-05-18,279,Maturity,1.79,Nadun,Clay Loam,5.0,46.4,119.6,25.6,73.9,16.9,36.3,76.5,Low,Low,151.1,72.2,18.23,18.66
F0421,Nuwara Eliya,2025-11-19,248,Rhizome Development,4.07,Chinese,Clay Loam,5.2,33.1,44.4,31.1,58.9,22.4,9.2,21.6,Low,Low,129.9,59.2,14.93,15.7
F0566,Ratnapura,2025-08-16,170,Rhizome Initiation,1.16,Nadun,Clay Loam,6.1,34.0,62.8,30.6,65.0,21.4,33.3,22.8,Medium,Low,108.8,62.5,13.83,13.78
F0301,Kurunegala,2025-05-22,262,Maturity,1.96,Local,Clay Loam,6.7,38.4,92.8,26.8,77.9,23.0,1.1,61.6,Low,High,139.2,65.5,16.24,16.8
F0783,Kandy,2025-12-28,214,Rhizome Development,1.27,Local,Clay Loam,6.2,44.9,119.6,25.3,69.9,13.1,11.6,118.3,Low,Low,131.0,70.3,18.55,17.95
F0966,Kurunegala,2025-12-14,57,Early Vegetative,0.61,Local,Sandy Loam,5.1,48.7,116.1,22.2,91.0,16.4,11.0,21.1,Medium,Low,43.5,71.9,11.35,11.55
F0600,Ratnapura,2025-10-13,258,Rhizome Development,2.06,Chinese,Clay Loam,5.6,34.9,75.6,30.6,63.0,14.3,4.2,69.5,Medium,Low,157.6,57.5,17.1,17.48
F0449,Kurunegala,2025-09-25,150,Vegetative,2.76,Chinese,Sandy Loam,5.2,25.4,40.2,32.3,85.3,17.1,33.5,26.6,Low,Low,101.0,56.1,12.45,12.02
F0858,Matara,2025-07-30,118,Vegetative,3.17,Nadun,Clay Loam,6.2,39.4,82.2,29.0,92.2,18.2,12.7,84.8,High,Medium,66.8,65.2,11.38,11.36
F0261,Nuwara Eliya,2025-09-24,125,Vegetative,4.61,Local,Loam,5.7,24.3,28.7,30.7,60.3,24.8,36.7,30.0,High,Medium,69.8,52.5,8.96,8.37
F0425,Galle,2025-07-30,249,Rhizome Development,0.7,Chinese,Sandy Loam,6.4,23.6,2.8,28.1,61.7,23.1,25.6,100.8,Medium,Low,131.9,59.1,15.62,16.1
F0147,Ratnapura,2025-06-19,237,Rhizome Development,2.56,Chinese,Clay Loam,6.1,44.9,95.4,27.2,68.6,15.3,20.6,118.7,Medium,Low,146.2,71.9,16.85,16.09
F0887,Monaragala,2025-03-17,2,Sprouting,4.53,Local,Clay Loam,6.4,46.4,97.0,27.2,81.0,18.7,34.2,32.1,Low,Low,17.2,69.0,10.05,9.53
F0454,Ratnapura,2025-04-24,278,Maturity,3.97,Local,Clay Loam,5.5,38.8,58.0,22.7,81.4,20.2,7.9,86.4,Low,Medium,162.6,63.1,18.72,18.05
F0889,Kandy,2025-07-22,299,Maturity,2.51,Chinese,Sandy Loam,5.9,52.2,109.4,27.4,92.9,20.4,48.6,51.5,Medium,Medium,178.6,72.8,17.73,16.95
F0060,Nuwara Eliya,2025-05-22,281,Maturity,1.64,Chinese,Sandy Loam,6.7,23.3,4.3,29.9,65.2,18.7,18.0,55.3,Medium,Low,154.7,50.4,14.86,14.49
F0631,Galle,2025-10-18,268,Maturity,2.92,Chinese,Sandy Loam,6.0,37.4,60.6,20.2,85.1,16.6,47.1,79.1,Medium,Medium,163.1,66.4,16.0,15.68
F0728,Matara,2025-02-16,300,Maturity,3.44,Local,Clay Loam,6.5,30.8,30.3,21.7,69.7,16.2,17.7,44.4,Low,Medium,166.0,54.7,16.56,15.84
F0110,Badulla,2025-04-11,84,Early Vegetative,3.49,Chinese,Loam,5.2,47.2,116.1,26.3,87.0,12.9,2.8,69.2,Low,Low,56.4,69.2,14.05,14.44
F0955,Badulla,2025-07-30,257,Rhizome Development,0.77,Local,Loam,6.6,44.7,118.3,23.8,88.3,23.9,20.8,69.5,Low,Low,152.6,65.2,18.57,17.89
F0272,Kurunegala,2025-02-06,94,Vegetative,3.97,Local,Clay Loam,5.4,49.5,115.4,24.4,68.4,21.4,26.2,76.5,Low,Low,53.9,69.7,14.39,14.06
F0211,Galle,2025-02-14,146,Vegetative,4.45,Chinese,Clay Loam,6.8,28.8,24.9,32.2,73.9,12.6,10.2,94.1,Medium,Low,97.8,54.1,12.3,11.52
F0701,Monaragala,2025-09-07,226,Rhizome Development,2.12,Local,Clay Loam,5.3,38.6,80.8,25.0,72.3,24.0,47.9,104.5,Low,Low,132.7,67.7,17.5,17.06
F0824,Matara,2025-10-17,187,Rhizome Initiation,0.75,Chinese,Sandy Loam,6.3,47.9,114.1,25.2,77.5,17.5,35.7,64.6,Low,Low,109.2,66.9,17.58,17.6
F0132,Badulla,2025-05-02,271,Maturity,3.36,Nadun,Clay Loam,5.6,45.8,87.5,29.0,83.5,15.6,22.8,116.2,Low,Low,141.8,70.9,19.98,20.29
F0021,Nuwara Eliya,2025-11-27,141,Vegetative,0.81,Nadun,Sandy Loam,5.2,52.1,111.3,25.6,60.8,17.1,13.6,85.0,Medium,Low,89.1,73.5,14.87,14.54
F0321,Ratnapura,2025-03-10,87,Early Vegetative,3.45,Nadun,Loam,6.3,40.9,91.2,25.1,91.8,24.4,1.1,20.1,High,High,52.1,64.2,9.16,9.35
F0488,Monaragala,2025-06-19,15,Sprouting,4.44,Nadun,Sandy Loam,5.6,35.5,75.0,25.7,94.4,24.2,15.3,110.9,Low,Low,36.1,58.6,12.61,12.39
F0636,Ratnapura,2025-10-31,266,Maturity,4.03,Chinese,Loam,6.3,27.7,46.0,25.2,65.4,16.1,8.4,114.0,Low,Low,157.0,60.7,19.32,19.93
F0440,Nuwara Eliya,2025-11-18,295,Maturity,3.25,Nadun,Clay Loam,5.7,28.5,49.9,33.3,91.7,23.9,29.4,67.0,High,Medium,168.2,54.8,16.04,15.89
F0371,Kegalle,2025-02-06,187,Rhizome Initiation,4.66,Nadun,Clay Loam,5.4,41.0,77.9,32.6,68.3,17.8,12.5,33.2,Low,Medium,108.1,65.3,14.08,13.72
F0958,Monaragala,2025-01-23,250,Rhizome Development,2.17,Chinese,Clay Loam,5.6,19.4,2.1,30.8,62.6,14.1,37.8,38.2,Low,Low,136.0,55.4,17.05,17.09
F0543,Kandy,2025-11-30,185,Rhizome Initiation,3.29,Chinese,Clay Loam,6.3,51.1,107.2,20.2,87.3,16.2,30.8,65.4,Low,Low,111.9,71.9,16.91,16.9
F0859,Ratnapura,2025-08-22,163,Rhizome Initiation,1.46,Chinese,Sandy Loam,5.4,46.9,105.8,32.7,57.8,22.3,8.4,56.3,Low,Low,100.6,68.7,15.13,15.65
F0101,Ratnapura,2025-08-18,85,Early Vegetative,2.73,Chinese,Sandy Loam,5.9,42.3,99.5,28.3,70.9,23.9,15.1,41.5,Low,Low,65.8,62.2,13.78,14.19
F0964,Badulla,2025-11-08,17,Sprouting,1.86,Chinese,Clay Loam,5.4,27.9,30.0,26.6,72.7,18.8,45.4,83.6,Low,Low,33.2,55.9,10.04,9.63
F0138,Nuwara Eliya,2025-12-16,10,Sprouting,3.93,Local,Clay Loam,6.3,46.8,95.0,23.1,67.2,20.0,45.8,116.7,Low,Low,28.2,63.9,12.51,12.79
F0792,Kurunegala,2025-01-17,194,Rhizome Initiation,3.32,Nadun,Loam,5.2,30.9,42.7,27.5,66.6,22.5,43.0,33.2,Medium,Low,125.4,58.3,13.08,12.76
F0339,Matara,2025-03-12,73,Early Vegetative,0.67,Chinese,Sandy Loam,6.7,38.9,94.7,26.8,71.8,15.3,30.4,107.1,Low,Low,57.1,66.2,13.69,13.48
F0887,Kurunegala,2025-05-25,260,Rhizome Development,0.58,Nadun,Loam,5.4,38.3,56.6,32.5,56.9,21.1,5.5,115.2,Low,Medium,140.1,62.6,17.34,17.59
F0513,Matara,2025-12-13,116,Vegetative,1.2,Nadun,Loam,6.3,44.3,101.2,22.7,88.9,15.9,14.8,44.7,Low,Low,80.0,69.9,14.86,15.51
F0431,Kandy,2025-04-05,295,Maturity,4.21,Local,Clay Loam,5.1,19.0,5.2,28.7,65.3,18.6,1.2,111.8,Low,Low,171.8,55.8,17.59,17.92
F0807,Kegalle,2025-06-06,298,Maturity,2.42,Local,Clay Loam,5.7,37.0,62.8,24.6,80.0,23.2,36.8,54.6,Low,Medium,168.5,60.9,19.0,18.98
F0726,Matara,2025-07-16,190,Rhizome Initiation,0.83,Local,Loam,5.4,45.6,94.8,25.6,76.5,15.0,12.9,69.5,Low,Medium,116.7,72.1,16.24,16.53
F0956,Badulla,2025-06-03,27,Sprouting,0.99,Local,Clay Loam,6.4,33.5,64.5,21.3,72.3,16.2,17.6,47.5,Medium,Medium,20.5,57.3,8.13,8.07
F0287,Kurunegala,2025-01-29,115,Vegetative,3.72,Chinese,Sandy Loam,6.6,45.0,90.8,24.1,91.1,18.9,31.4,39.1,Medium,High,87.3,69.9,10.94,10.41
F0836,Nuwara Eliya,2025-08-25,273,Maturity,2.98,Chinese,Loam,6.0,32.5,66.0,30.9,82.2,15.8,34.1,41.9,Low,Low,157.6,62.5,17.37,17.17
F0841,Monaragala,2025-12-10,53,Early Vegetative,0.8,Local,Loam,6.6,30.0,38.8,28.7,87.4,13.4,31.3,38.0,Low,Low,44.7,58.4,10.13,10.47
F0370,Badulla,2025-12-23,68,Early Vegetative,4.29,Local,Sandy Loam,6.2,34.3,37.8,20.3,76.1,16.6,18.5,50.2,Low,Medium,48.5,57.6,9.89,9.38
F0429,Kurunegala,2025-06-24,61,Early Vegetative,3.15,Nadun,Loam,6.7,29.8,24.3,20.7,87.1,22.3,12.9,108.9,Medium,Low,48.4,53.4,9.77,10.26
F0414,Ratnapura,2025-08-05,22,Sprouting,3.5,Nadun,Loam,5.3,21.5,18.7,33.0,92.7,19.3,42.9,60.8,High,Medium,20.1,52.4,7.65,8.28
F0811,Kurunegala,2025-08-20,104,Vegetative,1.05,Nadun,Sandy Loam,6.0,24.1,19.5,32.2,89.6,12.6,7.4,60.8,Low,Low,65.7,58.5,11.88,11.66
F0659,Kandy,2025-06-24,165,Rhizome Initiation,2.05,Local,Loam,6.0,27.2,42.9,28.7,65.6,17.1,34.7,81.3,Low,Medium,92.0,52.6,13.26,13.01
F0055,Monaragala,2025-05-24,194,Rhizome Initiation,4.95,Nadun,Loam,5.5,26.9,43.3,25.9,79.3,21.2,47.5,116.4,High,High,121.2,53.7,12.4,12.23
F0706,Kegalle,2025-07-20,37,Early Vegetative,4.27,Nadun,Clay Loam,6.4,38.8,59.3,25.0,72.8,16.7,34.1,42.7,Low,Low,42.7,65.7,10.65,11.42
F0197,Badulla,2025-02-23,253,Rhizome Development,3.12,Nadun,Loam,6.2,40.0,83.2,21.1,82.2,23.0,35.3,33.5,Low,Low,147.7,60.3,17.13,17.87
F0561,Monaragala,2025-10-19,247,Rhizome Development,4.24,Chinese,Clay Loam,5.2,31.9,30.8,31.6,73.1,16.0,22.2,85.2,Low,Low,147.2,56.9,17.0,16.45
F0187,Ratnapura,2025-05-17,176,Rhizome Initiation,3.46,Local,Clay Loam,5.3,20.7,1.6,23.6,93.1,13.0,32.8,116.0,High,Low,116.5,47.7,13.32,12.6
F0236,Matale,2025-09-07,240,Rhizome Development,2.13,Nadun,Clay Loam,6.7,37.4,56.0,31.3,81.4,21.4,1.5,48.5,Low,High,140.5,62.4,13.8,13.52
F0628,Matale,2025-12-08,249,Rhizome Development,2.0,Nadun,Sandy Loam,6.1,20.5,14.0,21.6,78.9,22.9,29.2,118.2,Low,Medium,144.4,49.3,16.18,15.9
F0488,Matara,2025-01-06,196,Rhizome Initiation,0.92,Local,Clay Loam,5.3,41.9,84.0,31.4,72.4,21.9,23.7,69.6,Low,Low,108.1,62.1,15.62,15.97
F0399,Kurunegala,2025-07-01,205,Rhizome Initiation,1.12,Chinese,Clay Loam,6.2,19.4,12.0,25.5,77.3,16.0,42.3,118.1,Low,Low,114.9,53.6,16.8,17.42
F0625,Kurunegala,2025-09-30,289,Maturity,2.39,Local,Sandy Loam,6.7,28.9,51.2,29.7,74.0,19.9,10.4,83.8,Low,Low,165.7,57.4,18.46,18.37
F0435,Matara,2025-11-24,88,Early Vegetative,1.65,Local,Sandy Loam,6.1,37.8,72.3,33.3,92.5,22.8,35.1,102.3,Medium,Medium,59.4,60.0,11.53,12.17
F0069,Matale,2025-01-03,87,Early Vegetative,3.71,Chinese,Loam,5.9,32.2,59.3,28.4,65.7,12.1,33.2,108.5,Low,Low,63.4,61.5,13.64,13.36
F0487,Monaragala,2025-02-04,65,Early Vegetative,1.02,Local,Clay Loam,5.7,47.6,99.7,27.0,61.6,19.5,25.6,57.7,Low,High,50.8,72.2,9.95,9.33
F0413,Ratnapura,2025-09-30,204,Rhizome Initiation,1.9,Chinese,Sandy Loam,6.4,44.3,98.2,30.5,71.9,19.7,35.2,79.5,Medium,Low,126.5,69.6,16.89,16.94
F0297,Galle,2025-11-08,113,Vegetative,1.39,Chinese,Clay Loam,6.5,46.3,98.1,20.5,82.7,22.3,8.4,62.3,Medium,Medium,75.5,70.0,12.36,12.27
F0564,Badulla,2025-10-13,90,Early Vegetative,3.09,Local,Clay Loam,5.0,38.4,55.6,32.6,80.7,14.5,25.3,48.2,Low,Low,74.4,65.8,12.44,12.05
F0129,Matara,2025-10-22,296,Maturity,3.97,Local,Sandy Loam,6.4,40.1,98.1,24.5,76.7,19.0,39.3,90.5,High,Low,160.4,65.5,19.19,19.07
F0258,Galle,2025-11-13,58,Early Vegetative,1.81,Nadun,Loam,6.2,16.6,2.1,20.9,78.0,20.5,9.9,86.3,Low,High,52.3,51.6,9.72,9.15
F0892,Matara,2025-04-11,85,Early Vegetative,4.46,Chinese,Loam,6.3,27.1,14.7,30.4,60.2,16.4,37.1,118.0,Medium,Low,48.2,51.6,10.77,10.48
F0944,Matale,2025-12-08,279,Maturity,4.09,Chinese,Sandy Loam,5.1,45.7,104.1,23.5,88.2,16.0,3.1,34.5,Low,Low,153.9,63.0,17.29,17.98
F0184,Kandy,2025-06-10,205,Rhizome Initiation,3.76,Local,Loam,5.1,37.8,67.0,21.1,87.7,14.5,10.1,119.6,Medium,Medium,121.9,58.5,13.65,13.79
F0659,Kurunegala,2025-12-29,197,Rhizome Initiation,0.76,Local,Clay Loam,5.2,21.1,17.0,30.2,74.2,24.9,15.4,72.5,Low,Low,114.6,55.9,14.79,15.58
F0804,Nuwara Eliya,2025-02-17,190,Rhizome Initiation,2.41,Chinese,Clay Loam,5.7,42.8,104.6,23.8,61.9,14.7,9.7,25.4,Low,Low,116.9,64.8,15.56,16.19
F0305,Nuwara Eliya,2025-03-18,195,Rhizome Initiation,3.12,Nadun,Loam,5.3,34.5,42.3,21.9,86.6,13.2,13.3,51.8,Medium,Low,106.8,58.9,14.73,15.08
F0116,Ratnapura,2025-07-07,207,Rhizome Initiation,3.17,Nadun,Sandy Loam,6.2,24.5,29.5,32.0,55.8,20.7,2.4,102.0,Medium,Low,112.8,52.5,16.16,15.48
F0183,Matale,2025-11-01,51,Early Vegetative,4.07,Local,Loam,6.7,47.4,112.4,30.0,87.0,22.2,23.3,41.9,Low,Low,35.3,69.0,12.52,11.96
F0049,Matara,2025-03-03,108,Vegetative,2.08,Nadun,Sandy Loam,6.7,38.2,87.3,30.2,63.2,21.5,49.7,64.0,Low,Low,75.8,59.5,12.4,12.12
F0082,Kurunegala,2026-01-01,183,Rhizome Initiation,2.81,Nadun,Sandy Loam,5.1,23.2,21.4,26.5,74.9,23.6,36.8,21.8,Low,Medium,99.8,50.0,13.02,12.24
F0004,Galle,2025-07-21,298,Maturity,3.61,Nadun,Loam,5.6,32.5,57.7,21.3,75.3,24.2,15.8,98.7,Medium,Low,172.1,64.2,17.72,16.96
F0385,Badulla,2025-10-05,89,Early Vegetative,1.66,Local,Sandy Loam,5.5,37.4,56.9,21.6,64.8,18.9,42.8,61.7,Low,High,64.2,66.6,10.11,9.68
F0585,Ratnapura,2025-08-16,198,Rhizome Initiation,2.46,Chinese,Clay Loam,6.0,47.8,118.6,32.3,56.9,17.8,45.4,29.7,Low,Low,121.0,66.0,17.7,17.34
F0312,Matara,2025-02-23,81,Early Vegetative,2.37,Nadun,Loam,6.0,30.8,42.7,22.2,83.2,14.2,30.4,74.5,Medium,High,64.7,61.8,8.85,8.45
F0072,Matara,2025-11-06,287,Maturity,4.12,Local,Clay Loam,6.1,23.6,27.7,25.0,66.3,15.8,41.4,31.2,Low,Low,162.1,49.9,18.34,19.04
F0421,Kandy,2025-07-31,127,Vegetative,0.53,Chinese,Sandy Loam,6.0,23.5,15.3,22.8,75.8,12.9,18.0,56.4,Low,Medium,92.6,50.0,11.71,11.73
F0718,Badulla,2025-02-03,294,Maturity,4.63,Chinese,Clay Loam,6.5,51.3,107.9,33.3,64.5,16.2,23.2,111.4,Medium,Low,152.4,68.2,19.33,19.46
F0388,Galle,2025-01-11,84,Early Vegetative,0.91,Local,Clay Loam,6.0,53.9,118.7,21.0,91.6,23.2,36.8,50.0,Low,Low,65.1,74.4,14.06,14.81
F0331,Kegalle,2025-11-17,123,Vegetative,0.65,Local,Clay Loam,5.1,24.6,33.4,30.4,85.4,14.0,46.8,66.2,Low,High,77.0,59.2,11.19,11.81
F0199,Kegalle,2025-09-07,134,Vegetative,3.76,Local,Clay Loam,6.6,44.0,90.7,23.0,84.9,17.6,4.9,80.8,Medium,Low,93.1,67.0,14.49,14.7
F0757,Kegalle,2025-08-08,70,Early Vegetative,1.92,Chinese,Clay Loam,5.4,33.5,39.0,31.2,59.2,20.3,44.4,69.5,Low,Medium,61.2,55.3,11.08,10.65
F0139,Kurunegala,2025-09-09,90,Early Vegetative,2.99,Nadun,Loam,5.2,18.0,2.3,28.2,77.0,12.9,24.8,89.0,Medium,High,61.9,54.5,8.14,7.36
F0731,Kegalle,2025-04-19,283,Maturity,4.44,Local,Clay Loam,5.5,32.8,49.5,21.6,77.7,17.4,4.8,118.2,Low,Low,161.2,64.6,18.44,18.99
F0046,Galle,2025-08-22,100,Vegetative,4.16,Local,Sandy Loam,5.0,33.1,37.1,30.1,63.9,18.6,27.1,61.5,Medium,Low,66.7,64.6,11.59,11.09
F0701,Galle,2025-02-22,116,Vegetative,1.3,Nadun,Loam,5.9,43.7,111.5,28.5,84.7,16.8,17.9,68.9,Medium,High,79.3,61.5,12.5,12.93
F0635,Galle,2025-11-03,42,Early Vegetative,4.1,Nadun,Loam,6.4,45.2,98.6,20.2,90.8,15.2,17.9,88.7,Low,Low,42.1,66.7,12.31,11.73
F0760,Kurunegala,2025-02-06,88,Early Vegetative,4.7,Chinese,Clay Loam,6.7,28.7,35.2,28.1,78.7,18.1,29.0,33.1,Low,Low,64.9,57.4,11.74,12.32
F0626,Nuwara Eliya,2025-12-21,240,Rhizome Development,1.68,Local,Sandy Loam,6.3,16.6,2.0,20.6,89.0,23.4,39.5,24.2,Low,Low,127.3,47.8,14.63,14.74
F0511,Kegalle,2025-11-18,284,Maturity,3.98,Local,Sandy Loam,6.0,31.0,32.3,31.3,57.2,22.3,46.0,81.7,Low,High,152.3,59.3,16.4,16.51
F0436,Nuwara Eliya,2025-03-24,40,Early Vegetative,2.47,Local,Clay Loam,6.3,39.2,85.5,29.7,85.7,24.4,42.8,71.3,Low,Low,49.5,63.8,12.66,12.6
F0282,Monaragala,2025-06-07,144,Vegetative,3.36,Local,Loam,6.8,37.5,65.7,32.7,69.4,18.4,25.0,119.5,Medium,High,78.6,65.1,11.04,11.75
F0172,Monaragala,2025-12-04,89,Early Vegetative,3.75,Nadun,Clay Loam,6.1,16.8,2.9,24.9,94.0,14.4,14.6,78.8,Medium,Low,69.9,52.2,10.76,10.91
F0625,Galle,2025-06-20,147,Vegetative,2.23,Local,Clay Loam,5.8,32.7,37.4,26.7,60.7,12.5,33.7,87.0,Low,Low,84.8,60.7,14.79,15.33
F0104,Nuwara Eliya,2025-10-18,288,Maturity,4.48,Local,Sandy Loam,5.0,22.6,22.5,31.5,62.1,18.7,11.4,94.6,Low,Low,172.1,56.3,17.01,16.62
F0935,Matale,2025-08-02,261,Maturity,2.27,Nadun,Clay Loam,6.3,38.1,58.0,24.1,87.3,17.1,42.1,75.4,Medium,High,144.9,67.1,14.48,14.45
F0038,Galle,2025-10-17,122,Vegetative,4.57,Nadun,Clay Loam,6.2,21.3,8.5,21.8,75.9,24.4,11.2,38.8,Medium,Medium,84.4,50.2,9.52,9.43
F0639,Badulla,2026-01-01,224,Rhizome Development,3.64,Local,Loam,6.6,41.7,86.8,28.7,81.0,14.7,41.4,77.8,High,Low,129.7,61.6,15.22,15.63
F0781,Matale,2025-08-22,178,Rhizome Initiation,2.22,Nadun,Loam,6.2,21.8,14.2,21.3,62.4,23.1,25.7,100.2,Medium,Low,96.9,55.2,13.17,13.41
F0662,Galle,2025-07-26,17,Sprouting,2.22,Chinese,Sandy Loam,5.3,19.9,3.4,24.0,86.1,23.7,38.1,96.9,Low,Low,17.8,49.7,9.24,8.45
F0362,Kegalle,2025-03-23,43,Early Vegetative,4.53,Chinese,Loam,6.7,41.1,75.3,32.1,66.0,16.5,31.3,119.4,Medium,Medium,47.7,69.1,9.94,9.43
F0744,Ratnapura,2025-01-13,64,Early Vegetative,1.62,Chinese,Sandy Loam,5.1,32.5,56.1,21.9,91.0,23.3,44.8,37.3,Medium,Medium,48.6,61.9,9.45,10.15
F0496,Badulla,2025-06-30,74,Early Vegetative,3.97,Chinese,Loam,6.8,30.9,48.6,29.9,92.7,14.8,5.7,32.7,Low,Low,55.9,62.0,10.45,9.96
F0307,Nuwara Eliya,2025-03-26,42,Early Vegetative,2.82,Nadun,Clay Loam,5.7,29.7,33.2,32.0,78.2,12.7,21.1,118.1,Low,Low,38.8,58.0,12.03,11.47
F0972,Monaragala,2025-04-16,223,Rhizome Development,2.22,Local,Loam,6.1,29.3,31.9,25.7,63.1,21.5,27.5,48.4,Medium,Low,123.1,61.6,14.89,14.26
F0923,Kurunegala,2025-10-13,263,Maturity,2.21,Nadun,Clay Loam,5.1,40.9,71.5,32.1,94.6,12.3,45.7,22.2,Low,Low,147.9,60.8,16.54,16.69
F0630,Matara,2025-10-20,38,Early Vegetative,1.01,Chinese,Clay Loam,5.6,44.0,107.0,24.9,69.7,21.5,39.3,75.8,Low,High,37.2,65.4,10.54,11.01
F0143,Ratnapura,2025-03-06,50,Early Vegetative,3.15,Local,Clay Loam,6.0,38.8,76.4,30.9,65.2,17.1,44.7,95.6,Low,Low,48.0,60.5,13.39,13.81
F0819,Monaragala,2025-05-18,52,Early Vegetative,2.95,Chinese,Sandy Loam,5.1,29.3,57.2,21.2,68.5,19.5,44.2,64.9,Medium,Medium,33.2,53.7,8.88,9.13
F0971,Badulla,2025-07-13,256,Rhizome Development,0.68,Chinese,Loam,6.4,43.8,114.9,22.1,71.6,18.5,29.6,33.5,Low,Low,152.5,65.4,18.07,18.03
F0801,Kegalle,2025-04-10,105,Vegetative,1.21,Chinese,Loam,6.2,18.6,4.3,20.3,91.0,20.0,10.9,75.2,Low,Medium,60.2,48.0,11.28,11.16
F0829,Kurunegala,2025-07-26,93,Vegetative,3.19,Local,Loam,5.3,19.7,16.3,20.8,82.7,19.9,49.9,76.2,Low,Low,71.4,48.8,12.32,12.31
F0532,Kurunegala,2025-08-03,286,Maturity,2.8,Local,Clay Loam,6.2,25.6,20.1,30.1,55.9,17.6,27.7,89.8,Low,Medium,162.9,52.0,16.95,17.02
F0089,Nuwara Eliya,2025-01-28,69,Early Vegetative,4.9,Chinese,Loam,6.5,25.7,32.5,29.4,87.8,23.0,38.7,117.3,Low,Medium,53.5,51.4,11.68,12.15
F0516,Kegalle,2025-03-02,45,Early Vegetative,4.41,Local,Clay Loam,5.0,41.9,76.8,21.4,74.7,12.6,18.1,56.7,Medium,Low,29.5,66.4,10.24,9.46
F0459,Badulla,2025-05-15,39,Early Vegetative,3.66,Nadun,Sandy Loam,6.3,17.1,5.4,20.7,57.8,24.7,37.9,20.3,Medium,Medium,40.2,52.6,6.79,6.12
F0242,Kurunegala,2025-10-17,152,Rhizome Initiation,0.61,Nadun,Loam,5.2,34.4,55.6,22.2,56.9,15.6,42.7,21.6,Low,Medium,88.4,64.9,12.53,13.02
F0063,Kegalle,2025-12-23,159,Rhizome Initiation,1.45,Chinese,Clay Loam,6.0,27.8,48.7,22.9,69.2,13.7,35.8,113.9,Medium,High,101.7,55.4,12.18,12.72
F0281,Kandy,2025-04-04,241,Rhizome Development,1.43,Local,Sandy Loam,6.2,43.6,101.6,26.8,79.7,15.2,46.4,99.8,High,Medium,135.1,67.4,14.99,15.44
F0141,Matale,2025-12-01,172,Rhizome Initiation,4.77,Chinese,Loam,5.7,35.3,65.1,33.9,64.6,15.5,28.7,85.4,Low,Low,100.9,58.7,15.42,16.15
F0011,Matara,2025-12-12,199,Rhizome Initiation,2.79,Nadun,Clay Loam,5.4,46.2,94.2,27.2,60.7,14.1,9.5,81.0,Low,Low,129.0,66.3,17.35,17.71
F0383,Matara,2025-08-09,125,Vegetative,1.68,Nadun,Sandy Loam,6.6,38.1,59.8,32.3,65.4,16.1,35.2,72.0,Low,Low,73.3,62.9,14.52,15.06
F0984,Ratnapura,2025-06-04,230,Rhizome Development,1.13,Local,Loam,5.3,35.4,76.5,30.6,82.7,23.1,13.9,116.3,Low,High,127.1,58.3,16.57,15.99
F0411,Nuwara Eliya,2025-10-17,80,Early Vegetative,0.76,Nadun,Clay Loam,6.3,37.9,84.8,21.8,63.9,15.1,29.1,36.3,Low,Low,60.7,62.0,12.32,12.39
F0676,Badulla,2025-11-06,203,Rhizome Initiation,0.83,Chinese,Sandy Loam,5.4,45.9,113.0,33.9,93.0,19.3,20.8,37.6,Medium,Low,112.6,68.5,15.05,14.6
F0931,Matara,2025-03-30,52,Early Vegetative,1.14,Chinese,Sandy Loam,5.0,37.7,72.2,23.6,79.7,17.1,47.6,116.4,Low,Low,50.8,60.4,11.86,12.18
F0608,Ratnapura,2025-09-27,248,Rhizome Development,3.56,Nadun,Sandy Loam,5.1,44.8,87.0,26.4,76.3,17.8,3.5,69.8,Low,Low,141.6,63.3,17.43,17.12
F0291,Kandy,2025-10-07,120,Vegetative,4.25,Chinese,Clay Loam,5.6,17.6,5.1,26.9,75.8,19.1,22.4,81.0,Low,Low,87.2,54.8,13.72,13.46
F0145,Monaragala,2025-09-21,83,Early Vegetative,2.53,Nadun,Sandy Loam,5.6,27.4,22.7,31.2,89.8,15.9,12.3,46.2,Low,Low,57.1,59.4,11.53,12.1
F0768,Ratnapura,2025-05-16,89,Early Vegetative,1.93,Nadun,Sandy Loam,5.3,41.8,75.2,30.9,61.0,20.2,1.0,73.8,Low,Medium,70.3,69.2,12.2,12.01
F0348,Badulla,2025-02-05,283,Maturity,4.71,Chinese,Loam,5.1,32.1,29.9,33.2,60.9,24.6,24.7,69.0,Medium,Low,156.9,55.2,16.58,16.36
F0853,Kurunegala,2025-03-29,213,Rhizome Development,2.46,Local,Clay Loam,5.1,24.8,3.4,33.1,90.8,16.5,20.6,96.8,Medium,Medium,129.0,55.9,13.99,14.69
F0205,Monaragala,2025-06-18,176,Rhizome Initiation,0.52,Local,Clay Loam,6.3,41.4,85.1,23.4,77.4,24.5,22.0,101.2,Medium,Low,104.1,63.2,15.18,15.6
